chrom,chrom_len,start_pos,end_pos,rec_prob
1,274287863,9768590,9778686,1.0097000000000578e-4
1,274287863,9778687,9810328,3.164199999999978e-4
1,274287863,9810329,9832888,2.2560000000000635e-4
1,274287863,9832889,9899464,6.657599999999875e-4
1,274287863,9899465,9926429,2.6965000000001016e-4
1,274287863,9926430,9956582,3.015299999999804e-4
1,274287863,9956583,9963125,6.543000000001908e-5
1,274287863,9963126,9972030,8.90499999999933e-5
1,274287863,9972031,9975589,3.559000000000201e-5
1,274287863,9975590,10155263,0.0017967399999999911
1,274287863,10155264,10206931,5.166800000000193e-4
1,274287863,10206932,10218253,1.1321999999999721e-4
1,274287863,10218254,10276201,5.794799999999933e-4
1,274287863,10276202,10330993,5.479199999999934e-4
1,274287863,10330994,10389994,5.900100000000019e-4
1,274287863,10389995,10529704,0.0013971000000000122
1,274287863,10529705,10548553,1.884899999999856e-4
1,274287863,10548554,10551670,3.1169999999997033e-5
1,274287863,10551671,10571959,2.0289000000001112e-4
1,274287863,10571960,10600616,2.865699999999999e-4
1,274287863,10600617,10615207,1.459099999999991e-4
1,274287863,10615208,10666648,5.144100000000068e-4
1,274287863,10666649,10707677,4.102899999999937e-4
1,274287863,10707678,10779245,7.156799999999963e-4
1,274287863,10779246,10811180,3.193500000000099e-4
1,274287863,10811181,10821259,1.007899999999895e-4
1,274287863,10821260,10839496,1.8237000000000114e-4
1,274287863,10839497,10854824,1.5328000000000563e-4
1,274287863,10854825,10880316,2.549200000000057e-4
1,274287863,10880317,10923369,4.3052999999998454e-4
1,274287863,10923370,11000101,7.673200000000158e-4
1,274287863,11000102,11039515,3.941399999999873e-4
1,274287863,11039516,11240896,0.002013809999999991
1,274287863,11240897,11320969,8.007300000000134e-4
1,274287863,11320970,11379817,5.884799999999885e-4
1,274287863,11379818,11396506,1.6689000000001675e-4
1,274287863,11396507,11439580,4.30739999999985e-4
1,274287863,11439581,11584227,0.0014464700000000053
1,274287863,11584228,11602546,1.8318999999999974e-4
1,274287863,11602547,11684450,8.19040000000007e-4
1,274287863,11684451,11703832,1.9381999999999733e-4
1,274287863,11703833,11738506,3.467399999999843e-4
1,274287863,11738507,11785233,4.672700000000196e-4
1,274287863,11785234,11795066,9.83299999999937e-5
1,274287863,11795067,11809016,1.3950000000000073e-4
1,274287863,11809017,11867084,5.806800000000001e-4
1,274287863,11867085,11905245,3.8161000000000445e-4
1,274287863,11905246,11994851,8.960600000000041e-4
1,274287863,11994852,12170343,0.0017549199999999932
1,274287863,12170344,12195820,2.547699999999875e-4
1,274287863,12195821,12248410,5.259000000000097e-4
1,274287863,12248411,12277112,2.870200000000128e-4
1,274287863,12277113,12291296,1.4184000000000418e-4
1,274287863,12291297,12318169,2.6872999999998093e-4
1,274287863,12318170,12337822,1.9653000000000032e-4
1,274287863,12337823,12360320,2.2497999999999962e-4
1,274287863,12360321,12374758,1.443799999999995e-4
1,274287863,12374759,12389746,1.49880000000005e-4
1,274287863,12389747,12517775,0.0012802900000000034
1,274287863,12517776,12528431,1.0655999999997778e-4
1,274287863,12528432,12571779,4.3348000000001385e-4
1,274287863,12571780,12591535,1.9756000000001328e-4
1,274287863,12591536,12629436,3.790099999999852e-4
1,274287863,12629437,12694912,6.547600000000042e-4
1,274287863,12694913,12707679,1.276699999999964e-4
1,274287863,12707680,12738647,3.096800000000066e-4
1,274287863,12738648,12742491,3.8440000000000696e-5
1,274287863,12742492,12833773,9.128200000000086e-4
1,274287863,12833774,12862963,2.9189999999998384e-4
1,274287863,12862964,12870888,7.925000000000293e-5
1,274287863,12870889,12894110,2.322200000000052e-4
1,274287863,12894111,12914529,2.04189999999993e-4
1,274287863,12914530,12927305,1.2776000000000454e-4
1,274287863,12927306,12966681,3.93759999999993e-4
1,274287863,12966682,13051624,8.494300000000121e-4
1,274287863,13051625,13065097,1.3472999999999957e-4
1,274287863,13065098,13185181,0.0012008400000000086
1,274287863,13185182,13227615,4.243399999999953e-4
1,274287863,13227616,13248833,2.121799999999785e-4
1,274287863,13248834,13274747,2.591400000000188e-4
1,274287863,13274748,13325323,5.05759999999994e-4
1,274287863,13325324,13370639,4.53160000000008e-4
1,274287863,13370640,13394041,2.3402000000000145e-4
1,274287863,13394042,13551055,0.0015701399999999976
1,274287863,13551056,13568880,1.7824999999999092e-4
1,274287863,13568881,13583706,1.482599999999834e-4
1,274287863,13583707,13601168,1.746200000000142e-4
1,274287863,13601169,13630037,2.886900000000081e-4
1,274287863,13630038,13639698,9.660999999999698e-5
1,274287863,13639699,13662996,2.3297999999999375e-4
1,274287863,13662997,13703776,4.078000000000137e-4
1,274287863,13703777,13789196,8.541999999999994e-4
1,274287863,13789197,13845973,5.677699999999952e-4
1,274287863,13845974,13912672,6.669900000000062e-4
1,274287863,13912673,13988393,7.572099999999804e-4
1,274287863,13988394,14005739,1.7346000000001416e-4
1,274287863,14005740,14025323,1.9584000000000268e-4
1,274287863,14025324,14053886,2.8563000000000893e-4
1,274287863,14053887,14090774,3.688799999999881e-4
1,274287863,14090775,14176970,8.61959999999995e-4
1,274287863,14176971,14224120,4.714999999999858e-4
1,274287863,14224121,14239508,1.538800000000229e-4
1,274287863,14239509,14337906,9.839799999999954e-4
1,274287863,14337907,14434919,9.701300000000135e-4
1,274287863,14434920,14446507,1.1587999999998488e-4
1,274287863,14446508,14492574,4.6066999999999636e-4
1,274287863,14492575,14553063,6.048899999999968e-4
1,274287863,14553064,14567442,1.4379000000000475e-4
1,274287863,14567443,14590859,2.3417000000000576e-4
1,274287863,14590860,14712880,0.0012202099999999994
1,274287863,14712881,14767132,5.425199999999908e-4
1,274287863,14767133,14799655,3.252300000000097e-4
1,274287863,14799656,14869534,6.987900000000047e-4
1,274287863,14869535,14895887,2.6352999999998405e-4
1,274287863,14895888,14946721,5.08339999999996e-4
1,274287863,14946722,14970213,2.3491999999999957e-4
1,274287863,14970214,15143196,0.0017298300000000155
1,274287863,15143197,15175382,3.2186000000000714e-4
1,274287863,15175383,15228370,5.298799999999826e-4
1,274287863,15228371,15247167,1.8797000000000952e-4
1,274287863,15247168,15283512,3.634499999999874e-4
1,274287863,15283513,15364579,8.106700000000133e-4
1,274287863,15364580,15424518,5.993900000000052e-4
1,274287863,15424519,15456727,3.220899999999971e-4
1,274287863,15456728,15517117,6.038999999999906e-4
1,274287863,15517118,15536875,1.9758000000000275e-4
1,274287863,15536876,15545900,9.024999999998617e-5
1,274287863,15545901,15672580,0.0012668000000000124
1,274287863,15672581,15728667,5.608699999999911e-4
1,274287863,15728668,15734902,6.235000000001656e-5
1,274287863,15734903,15746522,1.1620000000001074e-4
1,274287863,15746523,15761707,1.5184999999998117e-4
1,274287863,15761708,15778035,1.6327999999998788e-4
1,274287863,15778036,15817171,3.9136000000000726e-4
1,274287863,15817172,15864139,4.696800000000001e-4
1,274287863,15864140,15886878,2.2738999999999399e-4
1,274287863,15886879,15911794,2.4916000000002603e-4
1,274287863,15911795,15936138,2.4343999999998367e-4
1,274287863,15936139,15961780,2.564200000000072e-4
1,274287863,15961781,15970425,8.644999999998793e-5
1,274287863,15970426,16020811,5.038599999999949e-4
1,274287863,16020812,16066203,4.539200000000243e-4
1,274287863,16066204,16113596,4.739300000000113e-4
1,274287863,16113597,16230104,0.001165079999999985
1,274287863,16230105,16299805,6.970099999999979e-4
1,274287863,16299806,16322519,2.271399999999868e-4
1,274287863,16322520,16366131,4.3612000000001205e-4
1,274287863,16366132,16464127,9.79960000000002e-4
1,274287863,16464128,16498257,3.4129999999998883e-4
1,274287863,16498258,16553896,5.563900000000177e-4
1,274287863,16553897,16589906,3.6009999999997433e-4
1,274287863,16589907,16698688,0.001087820000000017
1,274287863,16698689,16723963,2.5274999999999603e-4
1,274287863,16723964,16764782,4.081900000000027e-4
1,274287863,16764783,16775912,1.1130000000000861e-4
1,274287863,16775913,16813302,3.738999999999826e-4
1,274287863,16813303,16858089,4.478699999999891e-4
1,274287863,16858090,16960586,0.001024970000000014
1,274287863,16960587,17018073,5.748700000000051e-4
1,274287863,17018074,17029609,1.1536000000000879e-4
1,274287863,17029610,17050579,2.0969999999997935e-4
1,274287863,17050580,17090527,3.9948000000003536e-4
1,274287863,17090528,17185607,9.507999999999739e-4
1,274287863,17185608,17351452,0.001658449999999978
1,274287863,17351453,17410567,5.911500000000125e-4
1,274287863,17410568,17524787,0.0011422000000000099
1,274287863,17524788,17535213,1.0425999999999491e-4
1,274287863,17535214,17549870,1.4656999999998477e-4
1,274287863,17549871,17581057,3.1187000000001963e-4
1,274287863,17581058,17604157,2.3100000000000898e-4
1,274287863,17604158,17650296,4.6139000000000596e-4
1,274287863,17650297,17702032,5.173599999999667e-4
1,274287863,17702033,17748224,4.619200000000323e-4
1,274287863,17748225,17765760,1.7535999999998553e-4
1,274287863,17765761,17784024,1.8263999999998393e-4
1,274287863,17784025,17916537,0.0013251300000000354
1,274287863,17916538,17941226,2.4688999999997185e-4
1,274287863,17941227,17952155,1.0929000000001188e-4
1,274287863,17952156,18003297,5.114199999999847e-4
1,274287863,18003298,18027872,2.4574999999998903e-4
1,274287863,18027873,18100499,7.262700000000288e-4
1,274287863,18100500,18152261,5.176199999999964e-4
1,274287863,18152262,18194929,4.2667999999998485e-4
1,274287863,18194930,18211099,1.617000000000146e-4
1,274287863,18211100,18365371,0.0015427199999999974
1,274287863,18365372,18383184,1.7812999999999857e-4
1,274287863,18383185,18453112,6.992800000000243e-4
1,274287863,18453113,18554829,0.001017169999999984
1,274287863,18554830,18803004,0.002481750000000005
1,274287863,18803005,18824078,2.1073999999998705e-4
1,274287863,18824079,18895225,7.114699999999918e-4
1,274287863,18895226,18913902,1.8677000000000277e-4
1,274287863,18913903,18966040,5.213800000000157e-4
1,274287863,18966041,19011707,4.5666999999999236e-4
1,274287863,19011708,19036620,2.491299999999863e-4
1,274287863,19036621,19051254,1.4634000000002256e-4
1,274287863,19051255,19075405,2.4151000000000034e-4
1,274287863,19075406,19123346,4.7941000000001344e-4
1,274287863,19123347,19170840,4.749399999999515e-4
1,274287863,19170841,19191119,2.02790000000036e-4
1,274287863,19191120,19228456,3.7337000000001175e-4
1,274287863,19228457,19266140,3.768399999999894e-4
1,274287863,19266141,19330798,6.465800000000077e-4
1,274287863,19330799,19347989,1.719099999999696e-4
1,274287863,19347990,19401485,5.349600000000287e-4
1,274287863,19401486,19462164,6.067899999999959e-4
1,274287863,19462165,19488194,2.602999999999911e-4
1,274287863,19488195,19515989,2.7794999999999903e-4
1,274287863,19515990,19542020,2.603100000000136e-4
1,274287863,19542021,19611973,6.99529999999976e-4
1,274287863,19611974,19691400,7.942700000000136e-4
1,274287863,19691401,19729697,3.8297000000001025e-4
1,274287863,19729698,19767224,3.752699999999831e-4
1,274287863,19767225,19799154,3.1930000000002234e-4
1,274287863,19799155,19813142,1.3987999999998113e-4
1,274287863,19813143,19864841,5.16989999999995e-4
1,274287863,19864842,19928872,6.403099999999773e-4
1,274287863,19928873,19950656,2.1784000000002468e-4
1,274287863,19950657,19979554,2.8897999999999424e-4
1,274287863,19979555,20072414,9.286000000000016e-4
1,274287863,20072415,20097655,2.5241000000000846e-4
1,274287863,20097656,20122825,2.516999999999936e-4
1,274287863,20122826,20181675,5.884999999999918e-4
1,274287863,20181676,20223407,4.1732000000002656e-4
1,274287863,20223408,20353713,0.001303059999999967
1,274287863,20353714,20358391,4.6780000000024025e-5
1,274287863,20358392,20401835,4.344399999999804e-4
1,274287863,20401836,20441130,3.929500000000308e-4
1,274287863,20441131,20455338,1.4207999999998888e-4
1,274287863,20455339,20461114,5.775999999999004e-5
1,274287863,20461115,20482714,2.1600000000002173e-4
1,274287863,20482715,20556829,7.41149999999996e-4
1,274287863,20556830,20590670,3.3840999999998345e-4
1,274287863,20590671,20714767,0.0012409699999999801
1,274287863,20714768,20721002,6.235000000001656e-5
1,274287863,20721003,20780701,5.969900000000194e-4
1,274287863,20780702,20793251,1.255000000000006e-4
1,274287863,20793252,20887221,9.396999999999878e-4
1,274287863,20887222,20898763,1.1541999999997721e-4
1,274287863,20898764,20937207,3.844400000000414e-4
1,274287863,20937208,20999889,6.268199999999724e-4
1,274287863,20999890,21229613,0.002297240000000006
1,274287863,21229614,21244650,1.5037000000001077e-4
1,274287863,21244651,21341446,9.679599999999899e-4
1,274287863,21341447,21363143,2.1697000000001077e-4
1,274287863,21363144,21427948,6.480499999999834e-4
1,274287863,21427949,21612345,0.001843970000000028
1,274287863,21612346,21640950,2.8604999999998215e-4
1,274287863,21640951,21897120,0.0025617
1,274287863,21897121,21931471,3.435099999999913e-4
1,274287863,21931472,21957037,2.556599999999909e-4
1,274287863,21957038,22146808,0.0018977100000000247
1,274287863,22146809,22159747,1.2938999999997924e-4
1,274287863,22159748,22171273,1.1526000000000591e-4
1,274287863,22171274,22280467,0.0010919400000000135
1,274287863,22280468,22292508,1.2041000000001523e-4
1,274287863,22292509,22489388,0.0019687999999999928
1,274287863,22489389,22803452,0.0031406399999999723
1,274287863,22803453,22829115,2.5663000000003544e-4
1,274287863,22829116,22921945,9.28299999999993e-4
1,274287863,22921946,23100880,0.0017893499999999951
1,274287863,23100881,23238111,0.0013723099999999877
1,274287863,23238112,23663870,0.004257589999999978
1,274287863,23663871,23690032,2.6162000000001795e-4
1,274287863,23690033,23853212,0.0016317999999999888
1,274287863,23853213,24055884,0.0020267200000000096
1,274287863,24055885,24091493,3.5609000000000335e-4
1,274287863,24091494,24234692,0.001431989999999994
1,274287863,24234693,24460535,0.0022584300000000057
1,274287863,24460536,24499758,3.922299999999934e-4
1,274287863,24499759,24614943,0.0011518500000000098
1,274287863,24614944,24862984,0.002480410000000016
1,274287863,24862985,25128360,0.0026537599999999772
1,274287863,25128361,25449028,0.0032066799999999618
1,274287863,25449029,25474797,2.576900000000326e-4
1,274287863,25474798,25578664,0.0010386700000000193
1,274287863,25578665,25592979,1.431499999999808e-4
1,274287863,25592980,25744071,0.0015109200000000267
1,274287863,25744072,25770594,2.6522999999994967e-4
1,274287863,25770595,26082829,0.0031223500000000515
1,274287863,26082830,26117154,3.4324999999996164e-4
1,274287863,26117155,26181399,6.424500000000166e-4
1,274287863,26181400,26247570,6.61709999999982e-4
1,274287863,26247571,26284688,3.711800000000265e-4
1,274287863,26284689,26364113,7.942499999999963e-4
1,274287863,26364114,26625743,0.002616300000000016
1,274287863,26625744,26631978,6.23499999999888e-5
1,274287863,26631979,26746701,0.001147229999999999
1,274287863,26746702,26792842,4.6140999999999543e-4
1,274287863,26792843,26904581,0.0011173899999999959
1,274287863,26904582,26926564,2.1982999999997643e-4
1,274287863,26926565,27032086,0.0010552200000000234
1,274287863,27032087,27052952,2.0866000000002716e-4
1,274287863,27052953,27098017,4.506499999999414e-4
1,274287863,27098018,27123079,2.506200000000347e-4
1,274287863,27123080,27174673,5.159399999999925e-4
1,274287863,27174674,27233801,5.912800000000273e-4
1,274287863,27233802,27248937,1.5135999999998928e-4
1,274287863,27248938,27449330,0.002003929999999987
1,274287863,27449331,27508441,5.911100000000058e-4
1,274287863,27508442,27528957,2.0515999999998202e-4
1,274287863,27528958,27550386,2.1429000000000586e-4
1,274287863,27550387,27620041,6.96550000000018e-4
1,274287863,27620042,27650304,3.026299999999704e-4
1,274287863,27650305,27797056,0.0014675200000000554
1,274287863,27797057,27900732,0.00103675999999997
1,274287863,27900733,28072022,0.0017129000000000172
1,274287863,28072023,28270187,0.0019816500000000015
1,274287863,28270188,28508020,0.002378329999999984
1,274287863,28508021,28568253,6.023299999999843e-4
1,274287863,28568254,28708145,0.0013989199999999702
1,274287863,28708146,28739071,3.092600000000334e-4
1,274287863,28739072,28772718,3.3647000000003313e-4
1,274287863,28772719,28799513,2.679499999999613e-4
1,274287863,28799514,28912681,0.0011316800000000238
1,274287863,28912682,29089809,0.0017712799999999862
1,274287863,29089810,29114982,2.5173000000000556e-4
1,274287863,29114983,29134028,1.904600000000034e-4
1,274287863,29134029,29263489,0.0012946099999999738
1,274287863,29263490,29314741,5.125200000000163e-4
1,274287863,29314742,29565977,0.0025123599999999913
1,274287863,29565978,29582215,1.623800000000175e-4
1,274287863,29582216,29619798,3.758299999999659e-4
1,274287863,29619799,29754066,0.0013426800000000405
1,274287863,29754067,29878583,0.0012451699999999621
1,274287863,29878584,29959197,8.061400000000107e-4
1,274287863,29959198,30092782,0.0013358500000000273
1,274287863,30092783,30148658,5.587599999999915e-4
1,274287863,30148659,30217614,6.895600000000335e-4
1,274287863,30217615,30279260,6.164599999999854e-4
1,274287863,30279261,30346083,6.682299999999919e-4
1,274287863,30346084,30500551,0.0015446800000000205
1,274287863,30500552,30564821,6.426999999999405e-4
1,274287863,30564822,30794489,0.0022966799999999954
1,274287863,30794490,30847542,5.30530000000029e-4
1,274287863,30847543,30874641,2.709900000000265e-4
1,274287863,30874642,31135482,0.00260840999999995
1,274287863,31135483,31202486,6.700400000000384e-4
1,274287863,31202487,31378854,0.0017636799999999897
1,274287863,31378855,31454301,7.544700000000071e-4
1,274287863,31454302,31665939,0.002116380000000029
1,274287863,31665940,31676026,1.0086999999997515e-4
1,274287863,31676027,31829420,0.001533939999999956
1,274287863,31829421,31829939,5.190000000043771e-6
1,274287863,31829940,31955676,0.00125736999999998
1,274287863,31955677,32046455,9.077900000000194e-4
1,274287863,32046456,32140195,9.373999999999771e-4
1,274287863,32140196,32179678,3.9483000000001267e-4
1,274287863,32179679,32241625,6.194700000000108e-4
1,274287863,32241626,32285547,4.3922000000001793e-4
1,274287863,32285548,32542229,0.0025668199999999697
1,274287863,32542230,32760033,0.002178039999999992
1,274287863,32760034,32777720,1.7687000000005115e-4
1,274287863,32777721,32844496,6.677599999999617e-4
1,274287863,32844497,32953870,0.0010937400000000097
1,274287863,32953871,33002217,4.8346999999998586e-4
1,274287863,33002218,33036422,3.4205000000003816e-4
1,274287863,33036423,33146872,0.0011044999999999527
1,274287863,33146873,33242920,9.604799999999858e-4
1,274287863,33242921,33276976,3.4055999999998976e-4
1,274287863,33276977,33372120,9.514400000000811e-4
1,274287863,33372121,33403660,3.153999999999657e-4
1,274287863,33403661,33426071,2.241099999999996e-4
1,274287863,33426072,33461122,3.505100000000261e-4
1,274287863,33461123,33483411,2.228899999999201e-4
1,274287863,33483412,33573103,8.969200000000788e-4
1,274287863,33573104,33593174,2.0070999999993733e-4
1,274287863,33593175,33644785,5.161100000000141e-4
1,274287863,33644786,33698012,5.322700000000014e-4
1,274287863,33698013,33802636,0.001046239999999976
1,274287863,33802637,33819184,1.6548000000005114e-4
1,274287863,33819185,33995610,0.001764259999999962
1,274287863,33995611,34025396,2.9786000000003865e-4
1,274287863,34025397,34280640,0.0025524399999999337
1,274287863,34280641,34635151,0.0035451100000000735
1,274287863,34635152,34710008,7.48570000000004e-4
1,274287863,34710009,34884048,0.0017403999999999753
1,274287863,34884049,35058376,0.0017432800000000137
1,274287863,35058377,35181807,0.0012343099999999607
1,274287863,35181808,35202142,2.0335000000004655e-4
1,274287863,35202143,35355185,0.0015304299999999715
1,274287863,35355186,35457735,0.0010255000000000125
1,274287863,35457736,35471553,1.3817999999998776e-4
1,274287863,35471554,35549707,7.815399999999695e-4
1,274287863,35549708,35736923,0.0018721600000000116
1,274287863,35736924,35805241,6.83180000000061e-4
1,274287863,35805242,35825276,2.0034999999996028e-4
1,274287863,35825277,35899320,7.404400000000089e-4
1,274287863,35899321,36010367,0.00111047000000003
1,274287863,36010368,36106076,9.570899999999938e-4
1,274287863,36106077,36153765,4.768899999999521e-4
1,274287863,36153766,36325329,0.0017156400000000738
